segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
241,"00:19:52,480","00:20:00,160",1192.48,1200.16,7.680000000000064,"Die Nation ist auch nicht das Thema, sondern die Sprache."
242,"00:20:04,680","00:20:10,800",1204.68,1210.8,6.119999999999891,"Wir haben beispielsweise Türkisch als häufig vertretene Sprache,"
243,"00:20:10,880","00:20:14,280",1210.88,1214.28,3.3999999999998636,insofern sind das nicht ganz so viele wie es klingt.
244,"00:20:14,360","00:20:18,440",1214.36,1218.44,4.080000000000155,Vielleicht sechs oder acht Sprachen.
245,"00:20:18,520","00:20:24,320",1218.52,1224.32,5.7999999999999545,"Auch da muss ich dazu sagen,"
246,"00:20:24,360","00:20:27,160",1224.36,1227.16,2.800000000000182,dass wir auch in vielen deutschen Familien
247,"00:20:27,240","00:20:31,080",1227.24,1231.08,3.839999999999918,eine sprach Armut feststellen.
248,"00:20:31,160","00:20:34,440",1231.16,1234.44,3.2799999999999727,"Den Kindern wird nicht mehr vorgelesen,"
249,"00:20:34,520","00:20:38,360",1234.52,1238.36,3.839999999999918,Kinder werden häufig sich selbst überlassen.
250,"00:20:38,440","00:20:41,160",1238.44,1241.16,2.7200000000000273,Sie sind viel mit dem Smartphone unterwegs
251,"00:20:41,240","00:20:46,120",1241.24,1246.12,4.879999999999882,und kommuniziere nicht mehr so viel.
252,"00:20:46,200","00:20:51,840",1246.2,1251.84,5.639999999999873,Schon gar nicht schriftsprachlich.
253,"00:20:51,920","00:20:57,640",1251.92,1257.64,5.720000000000027,"Was mir in dem Zusammenhang wichtig ist zu sagen,"
254,"00:20:57,720","00:21:01,560",1257.72,1261.56,3.839999999999918,wir haben Gott sei Dank noch keine katastrophalen Zustände.
255,"00:21:01,640","00:21:04,280",1261.64,1264.28,2.6399999999998727,"Wir haben diesen Brandbrief geschrieben,"
256,"00:21:04,400","00:21:08,560",1264.4,1268.56,4.1599999999998545,weil wir weiterhin gute Schule machen wollen.
257,"00:21:08,640","00:21:13,520",1268.64,1273.52,4.879999999999882,Wir haben ganz schwierige Verhältnisse
258,"00:21:13,640","00:21:16,520",1273.64,1276.52,2.8799999999998818,"an vielen Schulen, die nicht Gymnasien sind."
259,"00:21:16,600","00:21:20,560",1276.6,1280.56,3.9600000000000364,Aber auch dort bitte schwieriger.
260,"00:21:20,640","00:21:24,280",1280.64,1284.28,3.6399999999998727,"Wir wollen weiterhin gute Schule machen und wir merken,"
261,"00:21:24,360","00:21:31,080",1284.36,1291.08,6.720000000000027,dass wir deutlich an unsere Grenze kommen.
262,"00:21:32,920","00:21:38,880",1292.92,1298.88,5.960000000000036,Sie nennen es Brandbrief.
263,"00:21:42,680","00:21:47,000",1302.68,1307.0,4.319999999999936,In welchen Bereichen kommen Sie an Grenzen?
264,"00:21:47,080","00:21:52,360",1307.08,1312.36,5.279999999999973,"Wenn es dann die eigene Schule betrifft,"
265,"00:21:52,440","00:21:57,320",1312.44,1317.32,4.879999999999882,da stellt sich direkt was hat das mit einem selbst zu tun
266,"00:21:57,440","00:22:04,800",1317.44,1324.8,7.3599999999999,und das dann zu tun an die Öffentlichkeit zu gehen.
267,"00:22:04,920","00:22:10,280",1324.92,1330.28,5.3599999999999,Das ist mutig.
268,"00:22:10,360","00:22:14,800",1330.36,1334.8,4.440000000000055,An welcher Stelle haben sich nicht im Griff?
269,"00:22:14,880","00:22:17,440",1334.88,1337.44,2.5599999999999454,Den Schulfrieden betreffen.
270,"00:22:17,520","00:22:21,120",1337.52,1341.12,3.599999999999909,Wir haben ganz viele Konflikte unter den Kindern.
271,"00:22:21,240","00:22:27,520",1341.24,1347.52,6.279999999999973,Wir haben eine aufgeladene Spannung.
272,"00:22:32,800","00:22:36,200",1352.8,1356.2,3.400000000000091,"Sprache, die wir als Beleidigung empfinden würden."
273,"00:22:36,280","00:22:39,560",1356.28,1359.56,3.2799999999999727,"Machtkämpfe, Konflikte bestehen oft,"
274,"00:22:39,640","00:22:43,200",1359.64,1363.2,3.5599999999999454,weil ein Kind sich über andere stellen will
275,"00:22:43,280","00:22:47,040",1363.28,1367.04,3.759999999999991,"oder weil es sich angegriffen fühlt,"
276,"00:22:47,120","00:22:49,760",1367.12,1369.76,2.6400000000001,da geht es auch da wieder viel um Status.
277,"00:22:49,840","00:22:52,560",1369.84,1372.56,2.7200000000000273,"Das hat etwas mit Selbstwert zu tun,"
278,"00:22:52,640","00:22:55,840",1372.64,1375.84,3.199999999999818,"viele Kinder können es auch nicht mehr einordnen,"
279,"00:22:55,920","00:22:58,960",1375.92,1378.96,3.0399999999999636,wann man über kräftig ist.
280,"00:22:59,040","00:23:03,200",1379.04,1383.2,4.160000000000082,"Dafür ist die soziale Medien an,"
281,"00:23:03,280","00:23:07,200",1383.28,1387.2,3.9200000000000728,die einen ganz verheerenden Einfluss auf die Kinder haben.
282,"00:23:07,320","00:23:09,880",1387.32,1389.88,2.560000000000173,"In der Masse, das ist kein schulisches,"
283,"00:23:09,960","00:23:16,200",1389.96,1396.2,6.240000000000009,sondern gesellschaftliches Problem.
284,"00:23:18,600","00:23:26,200",1398.6,1406.2,7.600000000000136,Wir haben ein paar Eindrücke von den Kollegen des ZDF.
285,"00:23:27,200","00:23:30,960",1407.2,1410.96,3.759999999999991,"Es ist alltäglich,"
286,"00:23:31,040","00:23:37,560",1411.04,1417.56,6.519999999999982,dass es Schlägereien oder sonstiges passiert.
287,"00:23:37,640","00:23:43,960",1417.64,1423.96,6.319999999999936,"Einer hatte ein Messer dabei, das finde ich blöd,"
288,"00:23:44,040","00:23:50,880",1424.04,1430.88,6.8400000000001455,"Viele sagen, man hat den verprügelt, man hat da ein Video gemacht."
289,"00:23:50,960","00:23:54,320",1430.96,1434.32,3.3599999999999,In der Schule gibt es keine Sicherheit.
290,"00:24:02,800","00:24:11,040",1442.8,1451.04,8.240000000000009,In der Schule gibt es keine Sicherheit-die die Reden von Gewalt?
291,"00:24:14,120","00:24:18,480",1454.12,1458.48,4.360000000000127,"AM: Ja, aber es ist nicht so, dass wir hier wichtige Schlägereien"
292,"00:24:18,560","00:24:20,880",1458.56,1460.88,2.3200000000001637,hätten.
293,"00:24:20,920","00:24:29,680",1460.92,1469.68,8.759999999999991,Die nehmen sich vielleicht mal einen Schwitzkasten um Dominanz zu zeigen.
294,"00:24:32,200","00:24:36,200",1472.2,1476.2,4.0,"Das ist auch Konfliktbewältigung, Kinder haben heute Probleme, ihre"
295,"00:24:36,280","00:24:38,200",1476.28,1478.2,1.9200000000000728,"Konflikte zu lösen,"
296,"00:24:38,280","00:24:44,160",1478.28,1484.16,5.880000000000109,und es bringen die mit in die Schule.
297,"00:24:44,200","00:24:50,560",1484.2,1490.56,6.3599999999999,Gibt es das Problem mit den Messern?
298,"00:24:52,400","00:24:56,960",1492.4,1496.96,4.559999999999945,"Wir haben Schülern schon mal Messer abgenommen, müssen uns ansonsten"
299,"00:24:57,080","00:24:59,440",1497.08,1499.44,2.3600000000001273,aber auf die Aussagen anderer Schüler
300,"00:24:59,520","00:25:05,440",1499.52,1505.44,5.920000000000073,verlassen.
301,"00:25:06,520","00:25:13,480",1506.52,1513.48,6.960000000000036,Aber warum bringen die das mit in die Schule?
302,"00:25:13,960","00:25:21,560",1513.96,1521.56,7.599999999999909,Weil sie sich in den öffentlichen Verkehrsmitteln nicht sicher fühlen.
303,"00:25:21,640","00:25:29,760",1521.64,1529.76,8.11999999999989,Die würden sich ohne Waffe auch nicht in die Innenstadt fahren.
304,"00:25:35,040","00:25:41,960",1535.04,1541.96,6.920000000000073,Was würden Sie dazu sagen Herr El-Mafaalani?
305,"00:25:48,640","00:25:52,120",1548.64,1552.12,3.479999999999791,"AE: Das sind Phänomene die sind nicht neu, in meiner Schulzeit"
306,"00:25:52,200","00:25:52,520",1552.2,1552.52,0.31999999999993634,hatten wir auch Messer dabei.
307,"00:25:55,760","00:25:59,920",1555.76,1559.92,4.160000000000082,hatten die auch Messer dabei.
308,"00:26:00,000","00:26:07,720",1560.0,1567.72,7.720000000000027,"Was man jetzt erkennt ist, dass Schulen überfordert sind."
309,"00:26:13,360","00:26:17,360",1573.36,1577.36,4.0,"Schülerinnen und Schüler haben nicht mehr das Gefühl, dass die Schule ein"
310,"00:26:17,440","00:26:21,480",1577.44,1581.48,4.039999999999964,lebenswerter Ort ist.
311,"00:26:21,560","00:26:25,680",1581.56,1585.68,4.120000000000118,"Eine Kollegin hat sich auch gemeldet, und wir können zwar ihre"
312,"00:26:25,760","00:26:29,800",1585.76,1589.8,4.039999999999964,Perspektive an.
313,"00:26:29,880","00:26:34,040",1589.88,1594.04,4.1599999999998545,"Die Kinder erzählen uns auch, dass auf den Toiletten Übergriffe"
314,"00:26:34,120","00:26:36,560",1594.12,1596.56,2.4400000000000546,stattfinden.
315,"00:26:36,600","00:26:40,880",1596.6,1600.88,4.2800000000002,Etwa das dort unter oder über die Türen hinweg fotografiert oder
316,"00:26:40,920","00:26:42,880",1600.92,1602.88,1.9600000000000364,gefilmt wird.
317,"00:26:42,960","00:26:48,440",1602.96,1608.44,5.480000000000018,Das wird dann gepostet.
318,"00:26:48,520","00:26:54,160",1608.52,1614.16,5.6400000000001,Auf dem Schulweg gab es etwa auch Reizgasangriffe oder Bedrohungen.
319,"00:26:54,240","00:26:59,760",1614.24,1619.76,5.519999999999982,"Es passiert viel, was den Kindern Angst macht."
320,"00:26:59,840","00:27:05,760",1619.84,1625.76,5.920000000000073,Reizgas.
321,"00:27:07,000","00:27:12,040",1627.0,1632.04,5.039999999999964,"AM: Ja, Reizgas ist vorgekommen."
322,"00:27:12,120","00:27:15,960",1632.12,1635.96,3.8400000000001455,Das ist aber auch im örtlichen Gymnasium passiert.
323,"00:27:16,040","00:27:21,960",1636.04,1641.96,5.920000000000073,Das greift um sich.
324,"00:27:23,160","00:27:27,800",1643.16,1647.8,4.639999999999873,"Und das Filmen und Fotografieren in den Toiletten, wir haben auch mit"
325,"00:27:27,880","00:27:29,800",1647.88,1649.8,1.9199999999998454,unserer
326,"00:27:29,880","00:27:37,800",1649.88,1657.8,7.919999999999845,"Bauleitung gesprochen, dass diese Lücken geschlossen werden."
327,"00:27:44,680","00:27:52,720",1664.68,1672.72,8.039999999999964,"Da wurde aber auch gesagt, ja das passiert auf allen Schulen."
328,"00:27:53,200","00:27:56,200",1673.2,1676.2,3.0,"Aber die Kinder haben sich nicht mehr die Toiletten getraut, und wenn"
329,"00:27:56,280","00:28:01,200",1676.28,1681.2,4.920000000000073,es einmal im Netz ist dann ist es für immer dort.
330,"00:28:01,280","00:28:06,560",1681.28,1686.56,5.279999999999973,"Wir haben eine ambivalente Lage kommen wir machen eine gute Arbeit,"
331,"00:28:06,640","00:28:12,840",1686.64,1692.84,6.199999999999818,"wir sind integrierte Gesamtschule,"
332,"00:28:16,120","00:28:23,960",1696.12,1703.96,7.8400000000001455,"und obwohl wir nur 5 % mit gymnasiale Empfehlung bekommen,"
333,"00:28:24,800","00:28:31,360",1704.8,1711.36,6.559999999999945,haben wir überdurchschnittlich viele gute Abschlüsse.
334,"00:28:31,480","00:28:35,640",1711.48,1715.64,4.160000000000082,"Wir wollen es nicht nur deshalb aufrechterhalten, wir sehen auch die"
335,"00:28:35,680","00:28:40,360",1715.68,1720.36,4.679999999999836,Not der Kinder.
336,"00:28:40,440","00:28:43,600",1720.44,1723.6,3.1599999999998545,"Wir machen auch viel Beziehungsarten, Schülerinnen und"
337,"00:28:43,680","00:28:49,600",1723.68,1729.6,5.919999999999845,Schüler fühlen sich dort wohl.
338,"00:28:54,160","00:28:58,280",1734.16,1738.28,4.119999999999891,Die Videos zeigen ja auch den vertrauensvollen Umgang mit den
339,"00:28:58,360","00:29:01,320",1738.36,1741.32,2.9600000000000364,Schülern.
340,"00:29:01,400","00:29:10,000",1741.4,1750.0,8.599999999999909,Die Kinder haben vor allem Angst vor anderen Schülerinnen und Schülern.
341,"00:29:11,560","00:29:20,280",1751.56,1760.28,8.720000000000027,"Wir sind darauf angewiesen, dass uns berichtet wird wenn etwas passiert."
342,"00:29:26,480","00:29:30,840",1766.48,1770.84,4.3599999999999,"Aber wenn rauskommt, dass sie gepetzt haben, dann machen Sie sich"
343,"00:29:30,960","00:29:33,960",1770.96,1773.96,3.0,erst recht das Leben schwer.
344,"00:29:34,040","00:29:40,000",1774.04,1780.0,5.960000000000036,Sollten Kinder ein Handy haben?
345,"00:29:47,440","00:29:51,040",1787.44,1791.04,3.599999999999909,"KP: Ich habe in unseren Grundschulen ganz klar gesagt,"
346,"00:29:51,080","00:29:53,040",1791.08,1793.04,1.9600000000000364,dass
347,"00:29:53,120","00:29:58,600",1793.12,1798.6,5.480000000000018,Smartphones in unseren Grundschulen nichts zu suchen haben.
348,"00:29:58,680","00:30:03,400",1798.68,1803.4,4.720000000000027,Ist es verboten?
349,"00:30:03,480","00:30:09,800",1803.48,1809.8,6.319999999999936,Es werden dort keine Handys benutzt.
350,"00:30:10,440","00:30:18,760",1810.44,1818.76,8.319999999999936,"In diesem Alter ist es meiner Meinung nach zwingend erforderlich,"
351,"00:30:20,640","00:30:28,160",1820.64,1828.16,7.519999999999982,den Großteil des Tages ohne Smartphone zu verbringen.
352,"00:30:29,760","00:30:32,800",1829.76,1832.8,3.0399999999999636,"Natürlich ist es wichtig, im Schulalltag auch mit Endgeräten zu"
353,"00:30:32,880","00:30:37,360",1832.88,1837.36,4.479999999999791,"arbeiten, aber es muss diese Räume geben."
354,"00:30:37,440","00:30:42,000",1837.44,1842.0,4.559999999999945,"Ich habe den Schouten empfohlen, mit den Eltern zu sprechen, ab wann"
355,"00:30:42,080","00:30:49,600",1842.08,1849.6,7.519999999999982,die Nutzung solcher Geräte im Unterricht sinnvoll ist.
356,"00:30:51,480","00:30:55,480",1851.48,1855.48,4.0,"Sie sollten gesellschaftlich mal ansprechen, dass TikTok für Kinder"
357,"00:30:55,560","00:30:57,480",1855.56,1857.48,1.9200000000000728,unter 16 nichts ist.
358,"00:30:57,560","00:31:02,240",1857.56,1862.24,4.680000000000064,Das ist sogar die Empfehlung von TikTok selbst.
359,"00:31:02,320","00:31:06,640",1862.32,1866.64,4.320000000000164,"Und jetzt schauen Sie mal, wie alt die Kinder sind."
360,"00:31:06,720","00:31:12,640",1866.72,1872.64,5.920000000000073,Das sagt TikTok selbst?
361,"00:31:14,040","00:31:20,040",1874.04,1880.04,6.0,Ja das sagen die selbst.
362,"00:31:26,840","00:31:31,200",1886.84,1891.2,4.360000000000127,"Wir haben an unseren Schulen überall Probleme, auch an Gymnasien, wenn"
363,"00:31:31,280","00:31:36,720",1891.28,1896.72,5.440000000000055,auch weniger.
364,"00:31:36,800","00:31:40,240",1896.8,1900.24,3.4400000000000546,"Es geht vor allem darum, dass Kinder aus schwierigeren sozialen"
365,"00:31:40,320","00:31:47,640",1900.32,1907.64,7.320000000000164,"Verhältnissen unabhängig vom Migrationshintergrund,"
366,"00:31:47,840","00:31:51,320",1907.84,1911.32,3.480000000000018,"es geht häufig vor allem um Armut und nicht um Migrationshintergrund,"
367,"00:31:51,400","00:31:57,440",1911.4,1917.44,6.039999999999964,auch wenn es oft zusammengehört.
368,"00:32:05,560","00:32:09,280",1925.56,1929.28,3.7200000000000273,"Wenn Kinder unterschiedlichster Herkunft zusammenfinden,"
369,"00:32:09,360","00:32:15,280",1929.36,1935.28,5.920000000000073,dann kommt es zu Konflikten.
370,"00:32:18,440","00:32:22,200",1938.44,1942.2,3.759999999999991,"Aber es ist ja schon klar, dass Kinder mit besserer Herkunft bessere"
371,"00:32:22,280","00:32:24,520",1942.28,1944.52,2.240000000000009,Bildungschancen haben.
372,"00:32:24,600","00:32:28,720",1944.6,1948.72,4.120000000000118,Und wir müssen mit diesen Kindern arbeiten.
373,"00:32:28,800","00:32:33,600",1948.8,1953.6,4.7999999999999545,Wir haben ja keine anderen.
374,"00:32:33,680","00:32:40,400",1953.68,1960.4,6.720000000000027,"Ganz genau, mit denen müssen wir arbeiten."
375,"00:32:50,680","00:32:54,880",1970.68,1974.88,4.2000000000000455,"Wir haben einen Umgang mit den Kindern, auch zu Hause, das ist"
376,"00:32:54,960","00:32:56,880",1974.96,1976.88,1.9200000000000728,problematisch.
377,"00:32:56,960","00:33:00,440",1976.96,1980.44,3.480000000000018,Das Elternverhalten ist schwierig.
378,"00:33:00,560","00:33:06,480",1980.56,1986.48,5.920000000000073,Was meinen Sie damit?
379,"00:33:08,560","00:33:12,320",1988.56,1992.32,3.759999999999991,"Die Eltern sind oft mit sich selbst beschäftigt, hängen selbst auch"
380,"00:33:12,400","00:33:17,200",1992.4,1997.2,4.7999999999999545,länger am Smartphone.
381,"00:33:17,280","00:33:20,160",1997.28,2000.16,2.880000000000109,"Jeder sollte mal selbst reflektieren, wie lange wir mit"
382,"00:33:20,240","00:33:25,280",2000.24,2005.28,5.039999999999964,diesen Geräten beschäftigt sind jeden Tag.
383,"00:33:25,400","00:33:30,960",2005.4,2010.96,5.559999999999945,Wir müssten uns begrenzen.
384,"00:33:31,080","00:33:36,440",2011.08,2016.44,5.360000000000127,Schule muss mehr als früher Erziehungsarbeit leisten.
385,"00:33:36,520","00:33:40,680",2016.52,2020.68,4.160000000000082,"Früher ging es um Wissensvermittlung und um Kompetenzvermittlung,"
386,"00:33:40,800","00:33:44,360",2020.8,2024.36,3.5599999999999454,heute geht es vielmehr um Erziehung.
387,"00:33:44,440","00:33:50,680",2024.44,2030.68,6.240000000000009,Das ist ein anderer Beruf geworden.
388,"00:33:54,000","00:33:57,600",2034.0,2037.6,3.599999999999909,"AM: Das ist ein anderer Beruf geworden, wir wollen uns aber auch"
389,"00:33:57,680","00:34:02,480",2037.68,2042.48,4.7999999999999545,um diese Konflikte kümmern.
390,"00:34:02,560","00:34:06,720",2042.56,2046.72,4.160000000000082,"Wir ermutigen die Kinder, zu uns zu kommen, wir haben ein Handyverbot an"
391,"00:34:06,800","00:34:09,640",2046.8,2049.64,2.839999999999918,unserer Schule.
392,"00:34:09,720","00:34:17,440",2049.72,2057.44,7.720000000000255,"Wir können die nicht einsammeln und nachmittags ausgeben,"
393,"00:34:25,600","00:34:29,920",2065.6,2069.92,4.320000000000164,"wegen der Haftung, oder ein Kind gesagt hat kein Handy obwohl es"
394,"00:34:30,000","00:34:35,360",2070.0,2075.36,5.360000000000127,dabei hat.
395,"00:34:35,440","00:34:39,000",2075.44,2079.0,3.5599999999999454,"Bei den Kindern, die Handys zu viel Nutzen fühlen sich die Eltern"
396,"00:34:39,120","00:34:45,040",2079.12,2085.04,5.920000000000073,wirkungslos und machtlos.
397,"00:34:51,360","00:35:07,960",2091.36,2107.96,16.59999999999991,"Herr El-Mafaalani, wann gehören Handys in die Hände von Kindern?"
398,"00:35:07,960","00:35:10,640",2107.96,2110.64,2.6799999999998363,"AE: das ist immer eine Ermessenssache, ich würde mich"
399,"00:35:10,720","00:35:16,640",2110.72,2116.64,5.920000000000073,ungern in solche operativen Sachen einmischen.
400,"00:35:16,720","00:35:22,720",2116.72,2122.72,6.0,"Wenn Schulen das so einrichten, möchte ich mich da nicht einmischen."
401,"00:35:22,800","00:35:27,320",2122.8,2127.32,4.519999999999982,"Es ist aber zumindest ein Hinweis, dass vorher an das nicht geklappt"
402,"00:35:27,400","00:35:32,040",2127.4,2132.04,4.639999999999873,hat.
403,"00:35:32,120","00:35:35,320",2132.12,2135.32,3.200000000000273,"Man muss auch immer schauen, was hat sich in den letzten zwei Jahrzehnten"
404,"00:35:35,400","00:35:37,920",2135.4,2137.92,2.519999999999982,"verändert, das ist die Digitalisierung."
405,"00:35:38,000","00:35:45,120",2138.0,2145.12,7.119999999999891,Es wurde sehr sehr viel versäumt in dieser Zeit.
406,"00:35:48,240","00:35:51,000",2148.24,2151.0,2.7600000000002183,"Wenn man sich überlegt, wie nah Pornographie Gewaltdarstellungen,"
407,"00:35:51,080","00:35:54,520",2151.08,2154.52,3.4400000000000546,"Verschwörungstheorien, aber auch witzige Sachen sind."
408,"00:35:54,600","00:36:01,600",2154.6,2161.6,7.0,Dies sind nur einen Klick entfernt heutzutage.
409,"00:36:02,360","00:36:11,080",2162.36,2171.08,8.7199999999998,"Wenn wir das ignorieren, und es noch die negativen Sachen konzentrieren,"
410,"00:36:11,840","00:36:18,680",2171.84,2178.68,6.839999999999691,dann bekommen wir nur die negativen Sachen.
411,"00:36:19,520","00:36:23,440",2179.52,2183.44,3.9200000000000728,"Das ist es ob wir den Straßenverkehr nicht den Kindern beibringen, weil"
412,"00:36:23,560","00:36:29,440",2183.56,2189.44,5.880000000000109,er zu gefährlich ist.
413,"00:36:32,760","00:36:36,040",2192.76,2196.04,3.2799999999997453,Von außen betrachtet haben wir auch die verschiedenen Familienformen und
414,"00:36:36,120","00:36:38,640",2196.12,2198.64,2.519999999999982,wie Familie gelebt wird vernachlässigt.
415,"00:36:38,720","00:36:44,760",2198.72,2204.76,6.040000000000418,Es hat sich sehr viel verändert.
416,"00:36:46,080","00:36:49,400",2206.08,2209.4,3.3200000000001637,"Nicht nur bezogen auf die Rollen, sondern auch auf das Verhältnis, was"
417,"00:36:49,480","00:36:55,160",2209.48,2215.16,5.679999999999836,sind Familien imstande zu leisten.
418,"00:36:55,240","00:36:59,280",2215.24,2219.28,4.040000000000418,"Das kommt nicht von ungefähr, wir sind darauf angewiesen, dass Mütter"
419,"00:36:59,400","00:37:05,000",2219.4,2225.0,5.599999999999909,arbeiten gehen.
420,"00:37:05,080","00:37:08,440",2225.08,2228.44,3.3600000000001273,"Das hat dazu geführt, dass biografisch Kinder immer früher in"
421,"00:37:08,520","00:37:10,440",2228.52,2230.44,1.9200000000000728,Bildungsinstitutionen gehen.
422,"00:37:10,560","00:37:14,000",2230.56,2234.0,3.4400000000000546,Mittlerweile mit zwei Jahren.
423,"00:37:14,120","00:37:20,240",2234.12,2240.24,6.119999999999891,Und sie sind täglich immer länger in Bildungsinstitutionen.
424,"00:37:20,360","00:37:27,520",2240.36,2247.52,7.1599999999998545,"D. h. aber automatisch, dass in den Institutionen"
425,"00:37:29,040","00:37:32,120",2249.04,2252.12,3.0799999999999272,nicht wie früher nur ergänzende sondern familienersetzende
426,"00:37:32,240","00:37:38,440",2252.24,2258.44,6.200000000000273,Leistungen angeboten werden müssen.
427,"00:37:42,400","00:37:44,560",2262.4,2264.56,2.1599999999998545,"Dafür sind die Mitarbeiter nicht ausgebildet, dafür sind"
428,"00:37:44,640","00:37:49,240",2264.64,2269.24,4.599999999999909,"Institutionen nicht ausgerichtet, die Gebäude und die Ausstattung auch"
429,"00:37:49,320","00:37:55,240",2269.32,2275.24,5.919999999999618,nicht.
430,"00:37:57,640","00:38:01,680",2277.64,2281.68,4.039999999999964,Es ist nicht vollständig Kinder gerecht für - auch in Kitas oder
431,"00:38:01,760","00:38:07,680",2281.76,2287.68,5.919999999999618,Grundschulen -
432,"00:38:09,840","00:38:16,680",2289.84,2296.68,6.839999999999691,da hat sich gesellschaftlich viel geändert.
433,"00:38:17,080","00:38:21,320",2297.08,2301.32,4.2400000000002365,"Da möchte ich den Psychiater noch mal fragen, Herr Lütz wie schauen"
434,"00:38:21,400","00:38:27,280",2301.4,2307.28,5.880000000000109,Sie darauf?
435,"00:38:30,760","00:38:36,720",2310.76,2316.72,5.959999999999582,Wie hat sich Familie...
436,"00:38:39,040","00:38:42,520",2319.04,2322.52,3.480000000000018,"Wenn ich Sie richtig verstehe, wie hat sich die Beziehung zwischen"
437,"00:38:42,640","00:38:48,520",2322.64,2328.52,5.880000000000109,Eltern und Kindern verändert?
438,"00:38:55,360","00:39:01,320",2335.36,2341.32,5.960000000000036,Es wird immer differenzierter.
439,"00:39:08,800","00:39:11,960",2348.8,2351.96,3.1599999999998545,"Es ist immer das Problem, die Schule sagt eine,"
440,"00:39:12,080","00:39:18,160",2352.08,2358.16,6.079999999999927,und die Eltern sagen das andere.
441,"00:39:19,000","00:39:26,520",2359.0,2366.52,7.519999999999982,"Es stellt sich die Frage, wie die Lösungen aussehen."
442,"00:39:27,880","00:39:31,160",2367.88,2371.16,3.2799999999997453,"Was ich ihm gesagt habe, es gibt viele Konflikte,"
443,"00:39:31,280","00:39:35,000",2371.28,2375.0,3.7199999999998,das gab es früher auch.
444,"00:39:35,080","00:39:40,480",2375.08,2380.48,5.400000000000091,"Wenn es um Gewalt geht, wenn Schüler sich nicht mehr sicher"
445,"00:39:40,560","00:39:43,360",2380.56,2383.36,2.800000000000182,"fühlen, können Sie auch nicht lernen."
446,"00:39:43,440","00:39:50,080",2383.44,2390.08,6.639999999999873,"Sobald man Angst hat, kann man nicht mehr lernen."
447,"00:39:50,160","00:39:53,720",2390.16,2393.72,3.5599999999999454,"Da muss einfach eine rote Linie sein,"
448,"00:39:53,800","00:39:57,160",2393.8,2397.16,3.3599999999996726,da wünsche ich mir pädagogische Maßnahmen.
449,"00:39:57,280","00:40:00,280",2397.28,2400.28,3.0,"Was macht man, wenn ein Kind Angst hat."
450,"00:40:00,360","00:40:05,040",2400.36,2405.04,4.679999999999836,"Ich verstehe noch nicht genau, was der Anlass für den Brandbrief war."
451,"00:40:05,120","00:40:08,280",2405.12,2408.28,3.1600000000003092,"Es läuft eines ganz gut,"
452,"00:40:08,400","00:40:11,560",2408.4,2411.56,3.1599999999998545,"wir sind gegenüber anderen gar nicht schlecht,"
453,"00:40:11,640","00:40:15,760",2411.64,2415.76,4.120000000000346,"das sind normale Phänomene, die an allen Schulen sind."
454,"00:40:15,840","00:40:19,160",2415.84,2419.16,3.319999999999709,Vor einigen Jahren gab es an einer Berliner Schule
455,"00:40:19,280","00:40:23,600",2419.28,2423.6,4.319999999999709,"tatsächlich einen Brandbrief, wo tatsächlich geballt dabei,"
456,"00:40:23,720","00:40:28,240",2423.72,2428.24,4.519999999999982,wo Polizei mit dazu geholt wurde.
457,"00:40:28,320","00:40:31,760",2428.32,2431.76,3.4400000000000546,"Mir ist wichtig,"
458,"00:40:31,840","00:40:36,240",2431.84,2436.24,4.399999999999636,dass es eine Grenze gibt.
459,"00:40:36,360","00:40:39,800",2436.36,2439.8,3.4400000000000546,"Wenn man jemanden schlägt oder beleidigt,"
460,"00:40:39,880","00:40:42,080",2439.88,2442.08,2.199999999999818,das ist eine rote Linie.
461,"00:40:42,200","00:40:46,560",2442.2,2446.56,4.360000000000127,"Nötigenfalls holt man dann auch die Polizei. Somit macht man klar,"
462,"00:40:46,640","00:40:50,240",2446.64,2450.24,3.599999999999909,"wenn jemand sowieso in einer Krise ist,"
463,"00:40:50,360","00:40:55,600",2450.36,2455.6,5.239999999999782,es trotz ein Recht gibt sich sicher zu fühlen.
464,"00:40:55,680","00:40:59,880",2455.68,2459.88,4.200000000000273,Das ist bei Schülern auch so.
465,"00:41:00,000","00:41:04,600",2460.0,2464.6,4.599999999999909,"Ich glaube, dass Sicherheit in einer Schule ein ganz wichtiger"
466,"00:41:04,680","00:41:08,920",2464.68,2468.92,4.2400000000002365,"Punkt ist und dann kann ich mir auch einen Brandbrief vorstellen,"
467,"00:41:09,000","00:41:11,040",2469.0,2471.04,2.0399999999999636,das kann aber nicht so.
468,"00:41:11,160","00:41:13,920",2471.16,2473.92,2.7600000000002183,AM: Wir haben beides.
469,"00:41:14,040","00:41:18,920",2474.04,2478.92,4.880000000000109,Die Situation ist ambivalent.
470,"00:41:19,000","00:41:21,880",2479.0,2481.88,2.880000000000109,"Wir haben die Phänomene, die sie schildern."
471,"00:41:21,960","00:41:26,400",2481.96,2486.4,4.440000000000055,"Wir haben ab und zu die Polizei im Haus, wir haben Anzeigen laufen."
472,"00:41:26,480","00:41:31,360",2486.48,2491.36,4.880000000000109,"Mal an das Kind was angezeigt wird,"
473,"00:41:31,480","00:41:36,960",2491.48,2496.96,5.480000000000018,"mal Eltern, die angezeigt werden."
